sent_num	file	path	ctx_nodes	sentence
177	Royal_Society_Corpus_open_v6.0_text_106256_1777.txt	chi_case	upon/A	The degree to which I have been able to rarify the air in an experiment , has generally been about 1000 times , when the pump is put clean together ; but the moisture that adheres to the inside of the barrel as well as other internal parts , upon letting in the air , is in the same succeeding trials worked together with the oil , which soon renders it so clammy as to obstruct the actions of the pump upon a fluid so subtle as the air when so much expanded ; but in this case it seldom fails to act upon the air in the receiver till it is expanded 500 times . ' ' Thus far Mr. SMEATON 'S account .
177	Royal_Society_Corpus_open_v6.0_text_106256_1777.txt	chi_det	the/D	The degree to which I have been able to rarify the air in an experiment , has generally been about 1000 times , when the pump is put clean together ; but the moisture that adheres to the inside of the barrel as well as other internal parts , upon letting in the air , is in the same succeeding trials worked together with the oil , which soon renders it so clammy as to obstruct the actions of the pump upon a fluid so subtle as the air when so much expanded ; but in this case it seldom fails to act upon the air in the receiver till it is expanded 500 times . ' ' Thus far Mr. SMEATON 'S account .
177	Royal_Society_Corpus_open_v6.0_text_106256_1777.txt	pa_obl	act/V	The degree to which I have been able to rarify the air in an experiment , has generally been about 1000 times , when the pump is put clean together ; but the moisture that adheres to the inside of the barrel as well as other internal parts , upon letting in the air , is in the same succeeding trials worked together with the oil , which soon renders it so clammy as to obstruct the actions of the pump upon a fluid so subtle as the air when so much expanded ; but in this case it seldom fails to act upon the air in the receiver till it is expanded 500 times . ' ' Thus far Mr. SMEATON 'S account .
178	Royal_Society_Corpus_open_v6.0_text_106347_1778.txt	chi_case	into/A	If it be admitted , that sharp - pointed conductors are attended with any , the flightest degree of danger , how much must that danger be augmented by carrying them high up into the air , by fixing them upon every angle of a building , and making them project in every direction ?
178	Royal_Society_Corpus_open_v6.0_text_106347_1778.txt	chi_det	the/D	If it be admitted , that sharp - pointed conductors are attended with any , the flightest degree of danger , how much must that danger be augmented by carrying them high up into the air , by fixing them upon every angle of a building , and making them project in every direction ?
178	Royal_Society_Corpus_open_v6.0_text_106347_1778.txt	pa_obl	carry/V	If it be admitted , that sharp - pointed conductors are attended with any , the flightest degree of danger , how much must that danger be augmented by carrying them high up into the air , by fixing them upon every angle of a building , and making them project in every direction ?
179	Royal_Society_Corpus_open_v6.0_text_106253_1777.txt	chi_case	than/A	Again , the water was colder than the air by 2 ~ ; the one being 53 ~ , and the other only 51 ~ : now water , from former experiments , I find to expand about 3 / 10000 with 2~ of heat ; therefore , if the water had been of the same temperature with the air that was examined , the weight of an equal volume would have been only 13558,5 grains ; and lastly , 13358.5 divided by 16.22 gives 836(y ) , and by so much is water heavier than air in these circumstances .
179	Royal_Society_Corpus_open_v6.0_text_106253_1777.txt	chi_det	the/D	Again , the water was colder than the air by 2 ~ ; the one being 53 ~ , and the other only 51 ~ : now water , from former experiments , I find to expand about 3 / 10000 with 2~ of heat ; therefore , if the water had been of the same temperature with the air that was examined , the weight of an equal volume would have been only 13558,5 grains ; and lastly , 13358.5 divided by 16.22 gives 836(y ) , and by so much is water heavier than air in these circumstances .
179	Royal_Society_Corpus_open_v6.0_text_106253_1777.txt	pa_obl	cold/A	Again , the water was colder than the air by 2 ~ ; the one being 53 ~ , and the other only 51 ~ : now water , from former experiments , I find to expand about 3 / 10000 with 2~ of heat ; therefore , if the water had been of the same temperature with the air that was examined , the weight of an equal volume would have been only 13558,5 grains ; and lastly , 13358.5 divided by 16.22 gives 836(y ) , and by so much is water heavier than air in these circumstances .
180	Royal_Society_Corpus_open_v6.0_text_106253_1777.txt	chi_case	in/A	one attached or inserted in the frame of each barometer ; and the other two detached from them , in order to take the heat of the open air ; for it will seldom be found , that the thermometer in the frame of the barometer and that in the air will stand at the same point , and for a very evident reason . by heat , expressed in thousandth parts of an English inch ; which added to the coldest barometer , or subtracted from the hottest , will give the height of the two barometers , such as would have obtained had both instruments been exposed to the same temperature .
